objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Now or Never","314745","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","140541088","6.2825","7.65051","3.6119","1890","4750","thing","Now or Never","1","4","180","180","45","2022","1,2,3","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","2200","YEN","","","2025-12-01","Surugaya","1","","","","","","",""
"O'NO 99","7803","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","119153174","5.51528","5.71431","1.1562","20461","1860","thing","O'NO 99","2","8","0","0","0","1980","2,3,4,5,6","3,4","8+","No necessary in-game text","","","","","","standalone","","366","YEN","","","2024-05-08","Surugaya","1","","","","","","",""
"Orléans","164928","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","117740288","7.85943","8.04781","3.0143","37","42355","thing","Orléans","2","5","90","90","90","2014","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","3800","YEN","","","","Surugaya","1","","","","","","",""
"Orléans: Invasion","183682","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","117944766","7.18554","8.24519","3.3647","0","13597","thing","Orléans: Invasion","1","5","120","120","90","2015","1,2,3,4,5","3,4","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","1474","YEN","","","2024-04-03","Surugaya","1","","","","","","",""
"Ostia","347767","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","140125552","6.35494","7.95954","3","1676","2354","thing","Ostia","1","4","120","120","100","2022","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","11200","YEN","","","2026-01-01","Surugaya","1","","","","","","",""
"Othello Classic","2389","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115320011","5.95558","6.15707","2.0695","3414","16000","thing","Othello","2","2","30","30","30","2018","2","2","8+","No necessary in-game text","","","","","","standalone","","260","YEN","","","2024-05-08","Surugaya","2","","","","G3; Mega House","Belarusian; Bulgarian; Czech; Estonian; Hungarian; Latvian; Lithuanian; Polish; Romanian; Slovak; Ukrainian","2018","G3 multilingual edition"
"Pagoda","154003","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116167974","5.96191","6.62861","1.8657","3371","2909","thing","Pagoda","2","2","45","45","30","2014","2","2","8+","No necessary in-game text","","","","","","standalone","","2311","YEN","","","2024-02-09","","1","","","","","","",""
"Pandemic","30549","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","124444833","7.40759","7.5168","2.3948","169","222398","thing","Pandemic","2","4","45","45","45","2008","1,2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","2600","YEN","","","2024-10-16","surugaya","1","1 pathogen piece missing","","","","","",""
"Pandemic Legacy: Season 2","221107","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115317757","7.69485","8.0158","3.2449","70","34604","thing","Pandemic Legacy: Season 2","2","4","60","60","60","2017","2,3,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Pandemic: 10th Anniversary Edition","30549","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115318029","7.40759","7.5168","2.3948","169","222398","thing","Pandemic","2","4","45","45","45","2018","1,2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Z-Man Games","English","2018","English edition"
"Pass the Pigs","2593","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","119795006","5.43884","5.49146","1.0671","29501","14196","thing","Pass the Pigs","2","10","30","30","30","1977","2,3,4,5,6,7,8","4,5","6+","No necessary in-game text","","","","","","standalone","","1339","YEN","","","2024-06-01","Suragaya","1","","","","","","",""
"Patchwork","163412","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116674644","7.47457","7.58137","1.5984","143","120365","thing","Patchwork","2","2","30","30","15","2014","2","2","6+","No necessary in-game text","","","","","","standalone","","1148","YEN","","","2024-02-09","","","","","","","","",""
"Pendulum","312804","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115317916","5.90273","6.38636","2.9589","3791","6404","thing","Pendulum","1","5","90","90","60","2020","2,3,4,5","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Photosynthesis","218603","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116167733","6.76841","6.93344","2.262","792","42600","thing","Photosynthesis","2","4","60","60","30","2017","2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","3855","YEN","","","2024-02-09","","1","","","","","","",""
"Pictionary Air: Kids vs. Grown-ups","321841","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115319267","0","4.72727","0","0","81","thing","Pictionary Air: Kids vs. Grown-ups","0","0","0","0","0","2020","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Pirate Box","335431","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116338487","5.51607","6.35918","1","20184","119","thing","Pirate Box","1","4","20","20","15","2021","3","3","8+","No necessary in-game text","","","","","","standalone","","1500","YEN","","","2024-02-16","Mega Donki","","","","","","","",""
"Planet Unknown","258779","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","120600369","7.40426","7.76537","2.2522","172","19745","thing","Planet Unknown","1","6","80","80","60","2022","1,2,3,4,5,6","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","11000","YEN","","","2024-06-27","surugaya","1","","","","Adam's Apple Games, LLC","English","2022","English deluxe edition"
"Poison","17025","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","139294572","6.10109","6.45388","1.1911","2610","6057","thing","Poison","3","6","30","30","30","2005","3,4,5,6","4,5","8+","No necessary in-game text","","","","","","standalone","","776","YEN","","","2025-12-01","","1","","","","","","",""
"Poker","1115","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115320381","6.45887","6.7115","2.4305","1407","11624","thing","Poker","2","10","60","60","60","1810","3,4,5,6,7,8,9","5,6","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Power Grid","2651","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116096898","7.68362","7.80018","3.2483","73","85804","thing","Power Grid","2","6","120","120","120","2004","3,4,5,6","4,5","12+","No necessary in-game text","","","","","","standalone","","3110","YEN","","","2024-02-03","","1","","","","","","",""
"Quacks","244521","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132485482","7.6675","7.80507","1.9417","77","91532","thing","Quacks","2","4","45","45","45","2018","2,3,4","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","4700","YEN","","","2025-05-27","surgaya","1","","","","","","",""
"The Quest for El Dorado","217372","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116167540","7.52954","7.71229","1.9402","121","51833","thing","The Quest for El Dorado","2","4","60","60","30","2017","2,3,4","2,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","1196","YEN","","","2024-02-09","","","","","","","","",""
"Quickpick: Island of Monster Masks","183452","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115319643","5.53538","6.54658","1","15223","199","thing","Quickpick: Island of Monster Masks","3","8","0","0","0","2015","3,4,5,6","4,5","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Quickpick: Mutant Dinosaur Park","224540","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115319646","0","6.2","0","0","52","thing","Quickpick: Mutant Dinosaur Park","3","8","20","20","20","2017","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Ra","12","0","2","0","1","0","0","0","0","0","0","0","3","","Ra ‐ Rio Grande edition 2008

English, German and Japanese","","","","115318108","7.53619","7.69927","2.3102","117","38588","thing","Ra","2","5","60","60","45","2008","3,4,5","3,4","10+","No necessary in-game text","","","","","","standalone","","4800","YEN","","","","","","","","","Rio Grande Games","English; German","2008","Rio Grande edition 2008"
"Race for the Galaxy","28143","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","118500720","7.61842","7.7379","2.9917","92","73250","thing","Race for the Galaxy","2","4","60","60","30","2007","2,3,4","2","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","2506","YEN","","","2024-04-04","","1","","","","","","",""
"Race for the Galaxy: The Gathering Storm","34499","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","119153157","7.58734","8.09087","2.9921","0","23133","thing","Race for the Galaxy: The Gathering Storm","1","5","60","60","60","2008","1,2,3,4,5","2","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","1462","YEN","","","2024-05-08","Surugaya","1","","","","","","",""
"Raiders of the North Sea","170042","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","129925798","7.50244","7.7213","2.5729","133","34643","thing","Raiders of the North Sea","2","4","80","80","60","2015","2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","3317","YEN","","","2025-03-02","surugaya","1","One supply card missing","","","","","",""
"The Red Cathedral","227224","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","119172095","7.33189","7.66796","2.8154","218","27819","thing","The Red Cathedral","1","4","80","80","80","2020","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","3459","YEN","","","2024-05-12","Surugaya","1","","","","","","",""
"Rhino Hero","91514","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","119079905","6.63509","6.8906","1.0206","1021","21758","thing","Rhino Hero","2","5","15","15","5","2011","2,3,4,5","3","4+","No necessary in-game text","","","","","","standalone","","1400","YEN","","","2024-05-09","Surugaya","1","","","","","","",""
"Risk","181","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115317731","5.46806","5.60524","2.0616","28902","66028","thing","Risk","2","6","120","120","120","1959","3,4,5,6","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Robin Hood and the Merry Men","232666","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","122950847","5.984","6.70962","3.619","3230","4707","thing","Robin Hood and the Merry Men","1","5","90","90","60","2018","1,2,3,4,5","4","12+","No necessary in-game text","","","","","","standalone","","1900","YEN","","","2024-09-01","","1","","","","Final Frontier Games","English","2018","English deluxe edition"
"Robinson Crusoe: Adventures on the Cursed Island","121921","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115318807","7.5513","7.72734","3.826","113","75150","thing","Robinson Crusoe: Adventures on the Cursed Island","1","4","120","120","60","2012","1,2,3,4","1,2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Root","237182","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115317947","7.87949","8.06889","3.8393","34","98063","thing","Root","2","4","90","90","60","2018","3,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Root: The Riverfolk Expansion","241386","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","117058549","7.75685","8.42731","3.8742","0","37427","thing","Root: The Riverfolk Expansion","1","6","90","90","60","2018","3,4,5","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Root: The Underworld Expansion","272637","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115317997","7.75488","8.71157","3.6344","0","27789","thing","Root: The Underworld Expansion","2","6","90","90","60","2020","3,4,5","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Rubik's Battle","240130","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","123893245","5.48747","4.98353","1","27512","241","thing","Rubik's Battle","2","6","0","0","0","2017","3,4,5,6","3","","","","","","","","standalone","","500","YEN","","","2024-10-10","surugaya","1","","","","","","",""
"Ruins","428635","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","141387870","6.03381","7.13098","2.28","2951","3615","thing","Ruins","2","5","40","40","40","2025","3,4,5","4","12+","No necessary in-game text","","","","","","standalone","","3225","AUD","","","2025-12-15","Amazon Australia","1","","","","","","",""
"Rummikub","811","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115317630","6.32689","6.51392","1.7132","1754","48134","thing","Rummikub","2","4","60","60","60","1977","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Rush Hour Shift","173389","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115320584","5.52589","5.97546","1.2857","17360","714","thing","Rush Hour Shift","2","2","15","15","5","2015","2","2","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Saboteur","9220","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115318525","6.41252","6.53985","1.3183","1534","65519","thing","Saboteur","3","10","30","30","30","2004","5,6,7,8,9,10","7,8","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Sail","377470","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","140038362","6.64055","7.28217","2.236","1016","11128","thing","Sail","2","2","20","20","20","2023","2","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","1222","AUD","","","2025-12-26","Aliexpress","1","","","","","","",""
"San Juan (Second Edition)","166669","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","141387357","6.98953","7.43991","2.0882","505","11386","thing","San Juan (Second Edition)","2","4","60","60","45","2014","2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","1207","YEN","","","2026-01-26","Surugaya","1","","","","","","",""
"Scattergories: The Card Game","40115","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","131295219","5.49871","5.69279","1","25467","538","thing","Scattergories: The Card Game","2","8","25","25","25","2008","2,3,4","3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","597","YEN","","","","temu","1","","","","","","",""
"SCOUT","291453","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115316793","7.58326","7.79965","1.3852","102","51468","thing","SCOUT","2","5","20","20","20","2019","3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","2750","YEN","","","","","","","","","","","",""
"Scythe","169786","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115317796","7.95232","8.10603","3.4526","24","126078","thing","Scythe","1","5","115","115","115","2016","1,2,3,4,5","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Scythe: The Wind Gambit","223555","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115317815","7.18431","7.77021","3.4149","0","33588","thing","Scythe: The Wind Gambit","1","7","140","140","70","2017","1,2,3,4,5,6,7","4,5","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Sea Salt & Paper","367220","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","130333575","7.24434","7.50365","1.4821","268","43716","thing","Sea Salt & Paper","2","4","45","45","30","2022","2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","593","YEN","","","2025-03-14","TEMU","1","","","","","","",""
"Sea Salt & Paper: Extra Salt","396545","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","130333733","6.72697","7.79764","1.42","0","13883","thing","Sea Salt & Paper: Extra Salt","2","4","45","45","30","2023","2,3,4","2","8+","No necessary in-game text","","","","","","expansion","","160","YEN","","","2025-03-14","TEMU","1","","","","","","",""
"The Search for Planet X","279537","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116590986","7.55518","7.90516","2.4353","110","26209","thing","The Search for Planet X","1","4","75","75","60","2021","1,2,3,4","2,3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","4598","USD","","","2024-02-23","","","","","","Foxtrot Games; Renegade Game Studios","English","2021","English edition 2021"
"Seasons","108745","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","117423732","7.14901","7.33627","2.7829","344","31517","thing","Seasons","2","4","60","60","60","2012","2,3","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","1533","YEN","","","2024-03-10","Surugaya","1","","","","","","",""
"Seasons: Enchanted Kingdom","136233","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","122950814","6.63585","7.77027","2.7","0","9699","thing","Seasons: Enchanted Kingdom","2","4","60","60","60","2013","2,3,4","2,3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","1184","YEN","","","2024-09-01","","1","","","","","","",""
"Seven!","105866","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116590905","5.4991","6.11413","2","25368","88","thing","Seven!","3","5","20","20","20","2011","4","4","","","","","","","","standalone","","270","YEN","","","2024-02-23","","","","","","","","",""
"Shotzee! Dice Drinking Game","188084","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","119153136","0","4","0","0","8","thing","Shotzee! Dice Drinking Game","2","6","0","0","0","0","","","","","","","","","","standalone","","323","YEN","","","2024-05-08","Surugaya","1","","","","","","",""
"Shut the Box","9851","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115320508","5.30854","5.18814","1.0777","29834","5225","thing","Shut the Box","2","4","30","30","30","2014","1,2,3,4","1,2","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Noris Spiele","English; French; German; Italian","2014","Noris multilingual deluxe edition"
"Skull","92415","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116097365","7.01206","7.17453","1.1161","476","45608","thing","Skull","3","6","45","45","15","2011","3,4,5,6","5,6","8+","No necessary in-game text","","","","","","standalone","","1399","YEN","","","2024-02-09","","1","","","","","","",""
"Skull King","150145","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","130333962","7.20205","7.53201","1.7409","298","31584","thing","Skull King","2","8","30","30","30","2013","3,4,5,6","4,5","8+","No necessary in-game text","","","","","","standalone","","1014","YEN","","","2025-03-14","TEMU","1","","","","","","",""
"Sky Team","373106","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","124751416","7.87949","8.13145","2.038","33","58607","thing","Sky Team","2","2","20","20","20","2023","2","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","1500","YEN","","","","Temu","1","","","","","","",""
"Slap It!","216629","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115319665","5.50529","5.88704","1","23695","171","thing","Slap It!","2","8","10","10","5","2019","2,3,4,5,6,7,8","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Sleeping Gods","255984","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","139295477","7.69625","8.10517","3.2633","69","34733","thing","Sleeping Gods","1","4","1200","1200","60","2021","1,2,3","1,2","12+","Unplayable in another language","","","","","","standalone","","13000","YEN","","","2025-11-14","Surugaya","1","","","","","","",""
"Sleeping Gods: Dungeons","287670","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","138315974","6.20272","8.25248","3","0","9266","thing","Sleeping Gods: Dungeons","1","4","840","840","60","2021","1,2,3,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","free","","","","","",""
"Sleeping Gods: Kickstarter Edition","331259","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","138315878","5.86473","8.45392","3","0","1417","thing","Sleeping Gods: Kickstarter Edition","1","4","1200","1200","60","2021","1,2,3,4","1,2","12+","Unplayable in another language","","","","","","standalone","","12500","YEN","","","2025-11-14","Surugaya","1","","","","","","",""
"Sleeping Gods: Tides of Ruin","283766","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","119152853","6.4876","8.52937","3.1429","0","11752","thing","Sleeping Gods: Tides of Ruin","1","4","1200","1200","60","2021","1,2,3,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","3706","YEN","","","2024-05-08","Surugaya","1","","","","","","",""
"Small World","40692","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","129925891","7.08667","7.19312","2.347","402","102887","thing","Small World","2","5","80","80","40","2009","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","2794","YEN","","","2025-03-02","Surugaya","1","","","","","","",""
"Snakes & Ladders","5432","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115319910","3.68603","2.93707","1.0699","29936","6796","thing","Chutes and Ladders","2","6","30","30","30","2015","2,3,4,5,6","4","3–8","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Funskool Games","English","2015","Funskool English edition 2015"
"Solitaire","13713","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115319259","5.12162","4.50845","1.5357","29894","2030","thing","Solitaire","1","1","15","15","15","1697","1","1","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Space Alert","38453","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132311034","7.11343","7.37988","2.971","372","23900","thing","Space Alert","1","5","30","30","30","2008","3,4,5","4,5","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","1700","YEN","","","2025-05-16","surugaya","2","","","","","","",""
"Spaghetti","206802","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","120392115","5.53135","5.87683","1","16059","316","thing","Spaghetti","2","4","30","30","20","2016","2,3,4","4","4+","No necessary in-game text","","","","","","standalone","","800","YEN","","","2024-06-20","surugaya","1","","","","","","",""
"Spirit Island","162886","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","124444656","8.14146","8.34018","4.0763","11","94697","thing","Spirit Island","1","4","120","120","90","2017","1,2,3,4","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","4800","YEN","","","2024-10-16","surugaya","1","One Brit piece missing / Japanese translation sticker attached","","","","","",""
"Spot it! Party","143843","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115319785","5.52821","6.21758","1","16812","444","thing","Spot it! Party","2","8","0","0","0","2013","3,4,5,6,7","3","8+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Squint","3595","4","0","0","1","0","0","0","0","0","0","0","3","","","","","","115318740","5.60726","5.98094","1.3582","8893","1270","thing","Squint","3","8","30","30","30","2002","3,4,5,6,7,8","4,5,6","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Stone Age","34635","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","139294744","7.38243","7.51244","2.4567","185","61620","thing","Stone Age","2","4","90","90","60","2008","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","3104","YEN","","","2025-12-01","Surugaya","1","","","","","","",""
"Stratego","1917","8","0","0","1","0","0","0","0","0","0","0","3","","","","","","115317935","6.00988","6.15748","1.8495","3065","32269","thing","Stratego","2","2","45","45","45","2009","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Milton Bradley","English","2009","Milton Bradley Vintage Game Collection edition"
"Suburbia","123260","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116167673","7.28129","7.45773","2.7584","244","31207","thing","Suburbia","1","4","90","90","60","2012","1,2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","1527","YEN","","","2024-02-09","","1","","","","","","",""
"Suddenly Stoned","244152","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","133925366","0","6.5","0","0","19","thing","Suddenly Stoned","1","420","0","0","0","2018","","","","","","","","","","standalone","","170","YEN","","","2025-07-11","surugaya","","","","","","","",""
"Survive: Dolphins & Squids & 5-6 Players...Oh My!","177156","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","122950884","6.20875","7.49392","1.7","0","5694","thing","Survive: Dolphins & Squids & 5-6 Players...Oh My!","2","6","60","60","45","2015","3,4,5,6","4,5,6","8+","No necessary in-game text","","","","","","expansion","","1707","YEN","","","2024-09-01","","1","","","","","","",""
"Sushi Go Party!","192291","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115318078","7.21884","7.37539","1.3223","285","73559","thing","Sushi Go Party!","2","8","20","20","20","2016","2,3,4,5,6,7,8","4,5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Gamewright","English","2016","English edition 110516-59751-P"
"Sushi Go!","133473","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116097671","6.87258","6.98454","1.1637","646","96001","thing","Sushi Go!","2","5","15","15","15","2013","3,4,5","4","6+","No necessary in-game text","","","","","","standalone","","694","YEN","","","","","","","","","","","",""
"Taco Cat Goat Cheese Pizza","253664","0","2","0","1","0","0","0","0","0","0","0","3","","","","","","115318272","6.17111","6.49686","1.0347","2307","24227","thing","Taco Cat Goat Cheese Pizza","2","8","30","30","10","2020","3,4,5,6,7,8","4,5,6","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Dolphin Hat Games","English","2020","English edition 2020"
"Taco Cat Goat Cheese Pizza: Halloween Special Edition","404829","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116097981","5.52431","6.65126","2.3333","17771","366","thing","Taco Cat Goat Cheese Pizza: Halloween Special Edition","3","8","10","0","10","2020","3,4,5,6,7,8","5,6","6+","","","","","","","standalone","","458","YEN","","","2024-02-09","","3","","","","","","",""
"Targi","118048","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","121031390","7.40498","7.59115","2.339","171","43266","thing","Targi","2","2","60","60","60","2016","2","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","1500","YEN","","","2024-07-18","surugaya","1","","","","KOSMOS","German","2016","German second edition"
"Tawantinsuyu: The Inca Empire","306481","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116167940","6.54076","7.38837","4.0823","1204","7190","thing","Tawantinsuyu: The Inca Empire","1","4","120","120","60","2020","1,2,3,4","3","14+","No necessary in-game text","","","","","","standalone","","2696","YEN","","","2024-02-09","","1","","","","","","",""
"Terraforming Mars","167791","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","119152822","8.19081","8.34101","3.2685","9","156050","thing","Terraforming Mars","1","5","120","120","120","2016","1,2,3,4","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","3300","YEN","","","2024-05-08","Surugaya","1","","","","","","",""
"Terraforming Mars: Ares Expedition","328871","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116590671","7.37517","7.6394","2.9205","188","39199","thing","Terraforming Mars: Ares Expedition","1","4","60","60","45","2021","1,2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","5400","YEN","","","2024-02-23","","","","","","FryxGames; Stronghold Games","English","2021","English Kickstarter edition"
"Terraforming Mars: Colonies","255681","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","124996904","7.47686","8.10239","2.9903","0","31438","thing","Terraforming Mars: Colonies","1","5","120","120","120","2018","1,2,3,4,5","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","2425","YEN","","","2024-11-02","surugaya","1","","","","","","",""
"Terraforming Mars: Prelude","247030","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","124996990","8.41205","8.84425","2.5517","0","52077","thing","Terraforming Mars: Prelude","1","5","120","120","90","2018","1,2,3,4,5","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","1154","YEN","","","2024-11-02","surugaya","1","Solo card missing","","","","","",""
"Think Again!","130004","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115318400","5.52247","5.77615","1.3333","18302","541","thing","Think Again!","3","10","20","20","20","2012","","","","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
